DLiP-ID,T0023B
DLiP-Mol-ID,18127
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C27H42N4O2/c1-20(28-2)26(32)29-25(23-11-7-4-8-12-23)27(33)31-18-15-22-14-17-30(19-24(22)31)16-13-21-9-5-3-6-10-21/h3,5-6,9-10,20,22-25,28H,4,7-8,11-19H2,1-2H3,(H,29,32)/t20-,22+,24+,25-/m0/s1"
Standard Inchi Key(RDKit),HCSMRSHIIKPNAK-LSAVBLLPSA-N
Canonical SMILES(RDKit),CN[C@@H](C)C(=O)N[C@H](C(=O)N1CC[C@H]2CCN(CCc3ccccc3)C[C@H]21)C1CCCCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),454.659
MW Monoisotopic(RDKit),454.330776584
MolLogP(RDKit),2.8249
XLogP(SDF),
XLogP(CDK),3.67
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),64.68
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.63407461234507
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,XIAP/Caspase9 or SMAC (BIR3 domanin)
Common Target Pref Name,XIAP/SMAC
RDKit Descriptors
Ipc,44445300.04951803
qed,0.6340746123450705
Chi0,23.208531534440656
Chi1,16.06288194571337
TPSA,64.68
Chi0n,20.46970783806247
Chi0v,20.46970783806247
Chi1n,13.10916096169945
Chi1v,13.10916096169945
Chi2n,10.367328588476783
Chi2v,10.367328588476783
Chi3n,8.30060363384878
Chi3v,8.30060363384878
Chi4n,6.051516729742183
Chi4v,6.051516729742183
MolMR,131.83840000000004
MolWt,454.6590000000003
fr_SH,0
Kappa1,24.21238114130795
Kappa2,11.476084251466624
Kappa3,5.960582035112384
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,779.585849824096
MolLogP,2.8249000000000013
NOCount,6
fr_Ar_N,0
