DLiP-ID,C0010A
DLiP-Mol-ID,31635
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H12O6/c1-21-13-6-8(2-5-11(13)18)16-15(20)14(19)10-4-3-9(17)7-12(10)22-16/h2-7,17-18,20H,1H3"
Standard Inchi Key(RDKit),WRFQRUBJBPLPAM-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cc(-c2oc3cc(O)ccc3c(=O)c2O)ccc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),300.266
MW Monoisotopic(RDKit),300.063388104
MolLogP(RDKit),2.5854
XLogP(SDF),
XLogP(CDK),3.744
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),100.13
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.672310813001976
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,105313.11638356154
qed,0.6723108130019759
Chi0,15.853006672199017
Chi1,10.507239053047545
TPSA,100.13000000000001
Chi0n,11.530487273029221
Chi0v,11.530487273029221
Chi1n,6.371633008066698
Chi1v,6.371633008066698
Chi2n,4.676007550861576
Chi2v,4.676007550861576
Chi3n,3.2939045679896153
Chi3v,3.2939045679896153
Chi4n,2.186526544734791
Chi4v,2.186526544734791
MolMR,79.46640000000001
MolWt,300.266
fr_SH,0
Kappa1,13.815788520262926
Kappa2,4.995962357893284
Kappa3,2.1044254414255876
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,925.802728559792
MolLogP,2.5854000000000004
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.309870839715812
SMR_VSA1,24.47359607537551
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,46.621529986742026
SMR_VSA8,0.0
SMR_VSA9,34.321746243707054
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,3
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,123.99768938184054
NHOHCount,3
PEOE_VSA1,24.47359607537551
PEOE_VSA2,4.794537184071822
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,30.33183534230805
PEOE_VSA8,11.629818560158606
PEOE_VSA9,12.49602175574233
RingCount,3
SMR_VSA10,10.969244356107037
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,2
ExactMolWt,300.063388104
NumHDonors,3
PEOE_VSA10,11.332531974926148
PEOE_VSA11,17.25927108544225
PEOE_VSA12,11.178302225184446
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,10.16565334570059
SlogP_VSA2,22.42937972579965
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,0.0
