DLiP-ID,T00072
DLiP-Mol-ID,15563
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C27H27NO5S/c29-25(30)24(19-20-13-15-22(16-14-20)21-9-3-1-4-10-21)28-26(31)27(17-7-8-18-27)34(32,33)23-11-5-2-6-12-23/h1-6,9-16,24H,7-8,17-19H2,(H,28,31)(H,29,30)/t24-/m0/s1"
Standard Inchi Key(RDKit),AOBMRYFDPVLOGJ-DEOSSOPVSA-N
Canonical SMILES(RDKit),O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)C1(S(=O)(=O)c2ccccc2)CCCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),477.582
MW Monoisotopic(RDKit),477.160993964
MolLogP(RDKit),4.2522
XLogP(SDF),
XLogP(CDK),4.613
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),100.54
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),34
QED Weighted(RDKit),0.505142030296883
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,59894899.425052695
qed,0.5051420302968825
Chi0,24.183587508058324
Chi1,16.332154010178073
TPSA,100.53999999999999
Chi0n,18.6842429915964
Chi0v,19.50073957252412
Chi1n,11.312429853536186
Chi1v,12.79559310113058
Chi2n,8.649244908623537
Chi2v,10.908997419222679
Chi3n,6.4972589737157715
Chi3v,9.012479031628581
Chi4n,4.578613581941896
Chi4v,6.6743684677577555
MolMR,129.97530000000003
MolWt,477.58200000000033
fr_SH,0
Kappa1,23.699606544050862
Kappa2,9.810302357952144
Kappa3,4.611417047191458
fr_ArN,0
fr_COO,1
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1249.3921889215535
MolLogP,4.252200000000004
NOCount,6
fr_Ar_N,0
fr_COO2,1
fr_urea,0
BalabanJ,1.5484727025709109
SMR_VSA1,23.113398747313287
SMR_VSA2,0.0
SMR_VSA3,5.316788604006331
SMR_VSA4,0.0
SMR_VSA5,47.788454872513356
SMR_VSA6,0.0
SMR_VSA7,90.49259045015957
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,199.11677792534346
NHOHCount,2
PEOE_VSA1,10.423315998847038
PEOE_VSA2,4.794537184071822
PEOE_VSA3,13.212334168400758
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,85.63804806739135
PEOE_VSA7,41.66473185786623
PEOE_VSA8,6.4208216229260096
PEOE_VSA9,4.895483475517775
RingCount,4
SMR_VSA10,21.713738153720858
fr_Al_COO,1
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,477.16099396399994
NumHDonors,2
PEOE_VSA10,6.041840829147961
PEOE_VSA11,14.584275589635062
PEOE_VSA12,5.907179729351506
PEOE_VSA13,0.0
PEOE_VSA14,5.969305287951849
SlogP_VSA1,5.316788604006331
SlogP_VSA2,36.18967267883852
SlogP_VSA3,25.847149127487153
SlogP_VSA4,0.0
SlogP_VSA5,31.246737983401033
SlogP_VSA6,89.82462243398035
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
