DLiP-ID,C101L6
DLiP-Mol-ID,40144
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H18N2O3/c1-20(2)18(22)13-23-16-8-6-15(7-9-16)17(21)10-5-14-4-3-11-19-12-14/h3-12H,13H2,1-2H3/b10-5+"
Standard Inchi Key(RDKit),ATCOJFWZWDWNDM-BJMVGYQFSA-N
Canonical SMILES(RDKit),CN(C)C(=O)COc1ccc(C(=O)/C=C/c2cccnc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),310.353
MW Monoisotopic(RDKit),310.131742436
MolLogP(RDKit),2.4447
XLogP(SDF),
XLogP(CDK),1.825
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),59.5
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.607224081491542
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Keap1/Nrf2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,156423.32044979744
qed,0.6072240814915417
Chi0,16.656489770562878
Chi1,11.0585506480638
TPSA,59.5
Chi0n,13.099781535474314
Chi0v,13.099781535474314
Chi1n,7.115100472553269
Chi1v,7.115100472553269
Chi2n,5.085160965522969
Chi2v,5.085160965522969
Chi3n,3.1115194264984813
Chi3v,3.1115194264984813
Chi4n,1.7322912125492524
Chi4v,1.7322912125492524
MolMR,88.23250000000003
MolWt,310.353
fr_SH,0
Kappa1,16.421020249265126
Kappa2,7.888304402947373
Kappa3,5.069916643969964
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,691.9664542452691
MolLogP,2.4447
NOCount,5
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.9478194809086102
SMR_VSA1,14.325937321943691
SMR_VSA2,0.0
SMR_VSA3,9.883888251797686
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,20.702225929867296
SMR_VSA7,65.99481264422369
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,134.7695601748973
NHOHCount,0
PEOE_VSA1,9.636772684650527
PEOE_VSA2,14.573052889090853
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,48.04732704767281
PEOE_VSA8,32.05248260027753
PEOE_VSA9,0.0
RingCount,2
SMR_VSA10,17.766444782550327
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,310.131742436
NumHDonors,0
PEOE_VSA10,5.749511833283905
PEOE_VSA11,12.390126910877857
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,42.27653885738143
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,15.921440167465814
SlogP_VSA6,54.867909660829696
SlogP_VSA7,0.0
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,18.297306640229362
EState_VSA3,11.3129633249809
EState_VSA4,5.563451491696996
EState_VSA5,10.975929837684358
EState_VSA6,56.83051948926085
EState_VSA7,12.13273413692322
